Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
126	19.674187	3.6478941	23.890379	7.8981414	171.375	87.77472	318.0	0.0	1000.0	694701.0	0.18233622047244094	1.9649065	0.58187926	3.1361814	-0.32628593	19.406054	13.504926	82.82513	-10.3545	1.3969839e-08	-0.013730297	8.940697e-08	0.001797365	0.16324377	-0.12247083	193.9379	-123.08298	0	0	1.5183195	0.0	0.769805	0.009905339	3810000	8671.505909204483
127	19.856092	3.0172708	23.781998	9.703946	145.79167	78.80724	347.0	39.0	1000.0	699268.0	0.18210104166666666	1.9950475	0.49513158	3.049983	-0.4389692	18.215328	12.372913	84.27242	-7.711854	2.0954758e-09	-0.012174359	7.8231096e-08	-0.0030456716	0.13200809	-0.09072456	156.58139	-103.005974	0	0	1.6393653	0.0	0.7709435	0.009837349	3840000	8739.834729909897
128	20.3433	2.0985298	25.383575	15.925147	162.58333	83.91609	341.0	0.0	1000.0	704490.0	0.18203875968992247	2.0523438	0.4882237	3.3906083	0.031167246	16.693794	12.280601	83.21594	-16.166674	9.313226e-09	-0.010995439	1.4901161e-08	-0.0014956212	0.12182056	-0.08488887	172.96014	-111.53944	0	0	1.8245147	0.0	0.7646928	0.009861815	3870000	8808.18186378479
129	20.337046	3.710395	25.172037	7.200265	176.08333	95.0837	339.0	14.0	1000.0	709993.0	0.18204948717948718	2.0358148	0.53467757	3.5322735	0.20309664	18.6665	12.634664	74.94935	-8.158607	1.0244548e-08	-0.010844196	-1.4901161e-08	-0.006950237	0.16021858	-0.11680795	176.8648	-113.309906	0	0	1.8506122	0.0	0.7597985	0.00981169	3900000	8876.342977762222
130	19.192116	3.4400883	24.481754	7.146446	197.83333	111.75109	418.0	16.0	1000.0	715369.0	0.18202773536895675	1.9986922	0.57665515	3.3179903	-0.13859366	17.647001	11.991133	75.0711	-6.3650327	-6.519258e-09	-0.012483563	2.9802322e-08	0.0087259505	0.18921626	-0.14135239	244.86945	-170.48045	0	0	1.601575	0.0	0.7593227	0.009820261	3930000	8945.262809515
131	21.052608	2.1369255	24.821196	16.865288	140.25	82.72305	326.0	0.0	1000.0	720363.0	0.18190984848484848	2.107645	0.5280022	3.6847832	-0.17506795	17.135618	13.169126	80.19401	-13.806278	1.8626451e-09	-0.012054409	-7.450581e-09	0.0047085565	0.13823593	-0.105939806	197.32678	-131.31635	0	0	1.6891354	0.0	0.759015	0.009850835	3960000	9013.314713954926
132	18.897375	2.5377805	24.614592	13.2381735	152.375	87.18554	361.0	46.0	1000.0	724976.0	0.18169824561403508	2.0416749	0.5014364	3.23118	0.2674864	16.645128	12.392678	77.61265	-14.536375	0.0	-0.011953638	-7.4505806e-08	-0.0028663245	0.12796944	-0.091192305	191.54321	-129.16656	0	0	1.6747639	0.0	0.75948954	0.0098696705	3990000	9081.617947340012
133	21.14661	2.127979	25.069975	17.395203	159.54167	100.524864	393.0	0.0	1000.0	729744.0	0.18152835820895522	2.0534778	0.44058552	3.1326292	0.39018032	14.750139	11.08942	65.541145	-16.42934	-7.450581e-09	-0.0115053095	2.9802322e-08	0.005800195	0.13306387	-0.0887116	149.61426	-101.69091	0	0	1.7575967	0.0	0.7554184	0.009903874	4020000	9149.824278593063
134	20.164087	3.0743132	25.78511	11.856047	160.125	128.93936	442.0	0.0	1000.0	734581.0	0.18137802469135803	2.0504417	0.5098853	3.2784274	-0.009956451	16.868828	13.602517	85.597755	-9.157368	-1.8626451e-08	-0.011274837	5.9604645e-08	0.0006245114	0.14725217	-0.100198366	188.81483	-123.150375	0	0	1.7589445	0.0	0.7468627	0.009963315	4050000	9218.5277094841
135	19.72728	3.619578	26.12953	8.405592	217.91667	107.459656	436.0	52.0	1000.0	740587.0	0.18151642156862746	2.0888503	0.5101246	3.2000065	0.12210484	18.757448	14.28121	90.236	-10.19868	1.9557774e-08	-0.010891756	-7.450581e-09	-0.0023699754	0.13658439	-0.093691394	196.66132	-129.67606	0	0	1.8354307	0.0	0.7436047	0.0098563805	4080000	9286.667164325714
136	21.236816	2.3969543	26.133978	14.455121	180.95833	78.094215	330.0	55.0	1000.0	746265.0	0.18157299270072993	2.090849	0.5101047	3.3039489	0.041444026	19.303373	15.036875	87.95209	-10.712348	-1.3038516e-08	-0.010955373	1.0430813e-07	0.004206026	0.12277189	-0.08358359	176.19833	-114.805954	0	0	1.8536955	0.0	0.7471291	0.009863466	4110000	9354.809773683548
137	20.062904	2.2626522	25.094402	12.905301	187.0	83.66899	373.0	37.0	1000.0	751651.0	0.18155821256038648	2.089106	0.5084135	3.4431434	0.019077882	18.347528	12.281312	84.96121	-8.20378	-1.5832484e-08	-0.011638515	-1.0058284e-07	0.0005372297	0.12213564	-0.08270475	172.87234	-112.73311	0	0	1.7346205	0.0	0.7507353	0.009895407	4140000	9423.126631736755
138	18.866617	3.5223386	23.05667	5.521502	168.875	97.64319	459.0	18.0	1000.0	756576.0	0.18143309352517986	2.0031953	0.5733687	3.1228688	0.07735212	18.014544	12.369275	81.66408	-14.007179	5.5879354e-09	-0.011684371	-2.9802322e-08	0.008596396	0.17923385	-0.123561785	203.54108	-125.158394	0	0	1.6841778	0.0	0.7523535	0.009889007	4170000	9491.517863988876
139	20.02042	3.1834269	25.315434	9.708117	170.5	95.94312	341.0	0.0	1000.0	761855.0	0.18139404761904762	2.0065088	0.543977	3.1142147	-0.21279399	17.717588	13.192989	82.90909	-10.486246	-4.656613e-09	-0.012415074	-4.0978193e-08	0.0032423083	0.1395188	-0.09307447	186.06013	-124.76079	0	0	1.6816125	0.0	0.75470805	0.009870324	4200000	9559.469425439835
140	20.45614	2.6705494	25.789165	16.480362	155.45833	64.03838	265.0	39.0	1000.0	766573.0	0.18122293144208038	2.0400074	0.5511418	3.0949879	-0.2757908	17.528442	13.102348	76.37487	-10.2440405	1.4901161e-08	-0.013047639	-2.2351742e-08	0.011753188	0.14326209	-0.088741876	208.74352	-142.89462	0	0	1.5473849	0.0	0.75697815	0.009794181	4230000	9628.786998271942
141	19.828276	3.307391	24.310537	8.312584	209.54167	87.253456	375.0	63.0	1000.0	772738.0	0.18139389671361503	2.0600374	0.5288601	3.6529398	-0.014027918	17.674713	12.525048	75.05458	-6.5093894	8.381903e-09	-0.010798942	-2.2351742e-08	-0.002739421	0.15685347	-0.109698236	204.88919	-133.05154	0	0	1.8438699	0.0	0.7519569	0.009833757	4260000	9697.280519723892
142	19.327711	3.0894086	22.710283	11.035801	209.29167	116.457596	504.0	26.0	1000.0	778713.0	0.18151818181818183	1.9826756	0.54082316	3.3204322	-0.013842767	19.744087	11.925703	77.02905	-6.1919007	1.0244548e-08	-0.01182814	4.4703484e-08	-0.0060374234	0.14095655	-0.1014746	268.75623	-170.26263	0	0	1.7833291	0.0	0.7516128	0.00962595	4290000	9765.514626979828
143	19.292059	1.9558204	24.077742	16.556442	214.91667	117.50138	529.0	38.0	1000.0	785130.0	0.18174305555555556	2.0090218	0.4972523	3.1672952	-0.023190241	22.059774	13.169671	81.74308	-5.272132	0.0	-0.010718468	5.9604645e-08	0.005945716	0.11814477	-0.07917486	199.3194	-125.183365	0	0	1.8693327	0.0	0.75284755	0.009937387	4320000	9834.184285402298
144	21.23842	2.1770952	24.330612	15.864511	150.41667	79.64186	395.0	14.0	1000.0	789604.0	0.18151816091954023	2.09227	0.46632773	3.1401856	0.42816934	19.513273	13.086422	73.535126	-7.4972634	-7.450581e-09	-0.0122535955	-2.9802322e-08	-0.013071032	0.12444124	-0.081756756	166.67067	-108.86971	0	0	1.6400709	0.0	0.7462826	0.00982087	4350000	9902.395983934402
145	19.288527	4.3221073	26.141375	1.5034444	200.29167	153.60757	748.0	9.0	1000.0	795727.0	0.1816728310502283	2.0549242	0.49914768	3.4546683	0.17801778	16.239706	12.769313	90.0351	-9.104933	3.7252903e-09	-0.01162475	2.9802322e-08	-0.0026441254	0.19702238	-0.1490507	286.50745	-204.53734	0	0	1.7342316	0.0	0.7455151	0.009805065	4380000	9970.97529053688
146	20.752836	1.8453523	25.030441	17.638285	174.75	113.267845	538.0	0.0	1000.0	801363.0	0.18171496598639456	2.0516107	0.5068062	3.184197	0.075208254	20.811464	15.219678	100.455894	-5.5923877	7.450581e-09	-0.011320965	-1.4901161e-08	-0.01786653	0.14940524	-0.10430615	202.48457	-127.483086	0	0	1.7499396	0.0	0.74670047	0.009700121	4410000	10039.680600643158
147	20.112535	2.2131047	23.926497	16.242834	197.16667	100.75989	435.0	48.0	1000.0	807345.0	0.18183445945945945	2.0145783	0.5511074	3.3724174	-0.18720949	19.71372	13.913048	91.64435	-8.2336235	2.142042e-08	-0.0122011155	-8.940697e-08	-0.0049842447	0.15337378	-0.10812642	187.82043	-122.108795	0	0	1.6604054	0.0	0.7504439	0.009842459	4440000	10107.764045238495
148	20.267477	3.3103278	24.22127	7.8719487	181.58333	80.684525	352.0	0.0	1000.0	812610.0	0.18179194630872483	2.09487	0.5043592	3.408171	-0.009537691	19.100391	13.194587	86.09084	-12.469386	7.450581e-09	-0.011317696	8.940697e-08	-0.011772684	0.16783607	-0.11621937	165.96954	-104.06436	0	0	1.8018954	0.0	0.7574471	0.009753692	4470000	10175.840931415558
149	19.694712	2.9497027	24.473335	9.987696	140.08333	72.78102	274.0	23.0	1000.0	817310.0	0.18162444444444445	2.0491176	0.5541431	3.2854753	-0.29221827	17.303951	11.622073	72.49797	-5.247427	-3.7252903e-09	-0.012677822	1.3038516e-07	-0.007244847	0.14842778	-0.103448	193.82202	-121.297935	0	0	1.5908674	0.0	0.76409274	0.009866077	4500000	10243.991382598877
150	20.405775	2.0952723	24.047945	15.702145	177.54167	85.23985	399.0	17.0	1000.0	822738.0	0.18161986754966888	2.0596144	0.48706698	3.2234402	0.120246336	16.42713	12.797963	80.68067	-10.566602	1.8626451e-09	-0.011469577	-6.3329935e-08	0.0014055364	0.13779481	-0.090288565	196.91104	-123.32351	0	0	1.7158494	0.0	0.7668273	0.009822184	4530000	10313.279216527939
151	19.253092	4.079551	22.295734	1.6589949	195.125	97.5215	512.0	74.0	1000.0	828254.0	0.18163464912280702	2.0057914	0.5408041	3.3134131	-0.05358129	17.739206	12.853791	88.41747	-11.700401	-9.313226e-09	-0.012218138	-1.1920929e-07	-0.00883659	0.1451484	-0.10625915	217.61923	-132.77872	0	0	1.6454495	0.0	0.76413155	0.00982224	4560000	10382.021519184113
152	20.059385	2.0810392	24.313738	15.914627	177.54167	98.76233	386.0	0.0	1000.0	833355.0	0.18155882352941177	2.0538461	0.5078676	3.1905124	-0.03708051	18.188793	12.433665	88.31842	-9.909399	7.450581e-09	-0.0112535	-1.1920929e-07	-0.008970766	0.11518501	-0.082267754	189.03442	-120.115944	0	0	1.7583077	0.0	0.76698	0.0098690335	4590000	10450.404749393463
153	20.896135	2.7092347	27.8394	13.212699	189.91667	64.25011	295.0	44.0	1000.0	839082.0	0.18161948051948051	2.05478	0.47261447	3.0471206	-0.3156109	19.028837	13.67364	99.304375	-8.763157	5.5879354e-09	-0.011037111	-4.4703484e-08	-0.0029347937	0.13028407	-0.08815117	192.06244	-122.016304	0	0	1.8111395	0.0	0.76112205	0.009897789	4620000	10518.686304092407
154	20.497164	2.838515	25.464945	10.603224	182.83333	103.22978	399.0	0.0	1000.0	844326.0	0.18157548387096775	2.1474297	0.49052194	3.3873005	0.25186428	17.144686	12.584886	80.78246	-4.997135	-1.8626451e-09	-0.011169903	2.6077032e-08	0.0020829304	0.15804483	-0.11397453	164.52435	-105.263985	0	0	1.7954681	0.0	0.7587463	0.009909437	4650000	10587.319599628448
155	19.893343	3.604146	24.517813	10.5189085	202.41667	95.43536	362.0	28.0	1000.0	850017.0	0.18162756410256412	2.0572255	0.55291784	3.3497524	0.0031888783	20.149164	14.0759	90.1444	-12.809515	2.3283064e-09	-0.0113249915	-2.9802322e-08	-0.008229424	0.17323071	-0.12696403	210.4931	-139.57407	0	0	1.7745532	0.0	0.7587302	0.009877717	4680000	10656.296131372452
156	19.247995	4.1690135	26.20561	7.1903176	194.0	148.6548	560.0	12.0	1000.0	855559.0	0.18164734607218683	2.0059423	0.56851953	3.168343	-0.46254364	18.910091	15.161152	104.853134	-12.113848	0.0	-0.012536483	-1.1920929e-07	-0.0031609759	0.19847426	-0.14617723	175.02325	-113.087006	0	0	1.6129661	0.0	0.75695604	0.009755788	4710000	10724.982185840607
157	20.173304	3.049431	26.623493	11.17534	205.41667	104.56613	496.0	28.0	1000.0	862081.0	0.18187362869198312	2.0113497	0.5403278	3.2024605	-0.1153894	21.111792	15.686857	92.90918	-9.420372	2.3283064e-09	-0.011402598	-1.7881393e-07	0.0029618777	0.15144087	-0.114805385	254.21361	-166.16751	0	0	1.7798145	0.0	0.7500413	0.009639194	4740000	10793.680541753769
158	20.463646	2.1146371	24.897251	16.348513	213.45833	118.36032	532.0	7.0	1000.0	868053.0	0.1819817610062893	2.1055462	0.479757	3.1300747	0.2745455	21.002249	13.629433	90.54144	-5.4949045	-1.21071935e-08	-0.011864263	5.9604645e-08	-0.0031112144	0.11192256	-0.077468574	205.83795	-129.23503	0	0	1.6812791	0.0	0.7503815	0.009776228	4770000	10862.171952009201
159	19.613506	3.8528965	25.849174	10.880793	203.25	102.63781	410.0	42.0	1000.0	874032.0	0.18209	2.0406837	0.5055392	3.2802737	-0.11320081	22.345282	13.848061	80.236015	-10.705612	0.0	-0.01200935	-1.6577542e-07	0.006537889	0.16254793	-0.11104336	185.13953	-118.74769	0	0	1.6864307	0.0	0.74769515	0.009811039	4800000	10931.007178068161
160	19.845251	2.8586197	26.36881	12.775236	201.33333	114.61881	492.0	0.0	1000.0	880134.0	0.1822223602484472	2.0066557	0.5708471	3.6512988	-0.39369744	21.19913	13.655513	84.539345	-10.466888	0.0	-0.010423704	6.7055225e-08	-0.0035958812	0.18092033	-0.13223346	196.99323	-128.25621	0	0	1.8668766	0.0	0.74247175	0.009766696	4830000	11000.871467351913
161	20.085976	2.818256	24.566235	9.88133	201.45833	115.78392	555.0	38.0	1000.0	885639.0	0.18223024691358025	2.0689976	0.4976546	3.3351946	-0.084624454	18.429209	12.702277	80.151825	-5.34134	-1.3038516e-08	-0.010823557	-1.4901161e-07	-0.011895861	0.11600906	-0.078007996	200.01874	-127.442154	0	0	1.808053	0.0	0.7374344	0.009825425	4860000	11068.977063655853
162	20.326582	2.6094518	25.064835	14.143282	135.375	74.14165	305.0	6.0	1000.0	889733.0	0.18194948875255623	2.062396	0.53386897	3.2050357	-0.19448067	17.265131	12.787247	75.729515	-9.430982	-7.450581e-09	-0.011116297	0.0	-0.010926353	0.13989124	-0.09616281	148.36423	-97.48629	0	0	1.7702088	0.0	0.73963195	0.009910384	4890000	11137.249640464783
163	19.834688	2.5966845	23.855083	11.288591	181.75	105.88408	401.0	53.0	1000.0	895234.0	0.18195813008130082	2.0554998	0.5096607	3.3676114	0.002904795	15.749671	12.034423	76.71136	-10.460745	9.313226e-09	-0.011786118	2.9802322e-08	-0.0060563944	0.112959825	-0.07638098	183.82312	-120.80944	0	0	1.6881317	0.0	0.7310667	0.0097761415	4920000	11205.459481954575
164	20.92843	2.3393896	26.0535	17.069702	208.875	103.12748	417.0	0.0	1000.0	901031.0	0.18202646464646466	2.0913188	0.4791168	3.1340427	0.16575259	18.902796	13.20028	78.65623	-8.643793	-1.8626451e-09	-0.012557283	3.7252903e-08	0.004229388	0.10892818	-0.06551217	186.3164	-112.05493	0	0	1.599051	0.0	0.7329752	0.009842745	4950000	11273.687854290009
